Demand Date-Time,Demand Confirmation Date-Time,Origin Station,Commodity,Wagon Units,Destination Station
11-05-2023 13:29,11-05-2023 19:27,C,CEMT,27,U
29-06-2023 11:54,29-06-2023 22:34,E,CEMT,29,U
24-05-2023 13:36,25-05-2023 02:10,H,CEMT,31,Y
05-03-2023 05:30,05-03-2023 17:49,E,CEMT,21,S
28-04-2023 07:11,28-04-2023 18:18,I,CEMT,58,Z
19-01-2023 15:12,20-01-2023 00:31,M,CEMT,58,U
29-01-2023 23:11,30-01-2023 05:22,E,CEMT,29,T
15-07-2023 17:17,16-07-2023 07:15,A,CEMT,22,Q
10-03-2023 17:17,10-03-2023 23:23,N,CEMT,27,Y
04-02-2023 01:36,04-02-2023 21:39,N,CEMT,24,R
27-11-2022 01:54,27-11-2022 15:50,M,CEMT,21,S
06-10-2022 23:18,07-10-2022 08:19,O,CEMT,21,T
22-04-2023 18:39,23-04-2023 04:07,N,CEMT,42,U
17-07-2023 23:02,18-07-2023 09:17,I,CEMT,31,R
22-03-2023 13:08,23-03-2023 01:50,H,CEMT,27,S
28-11-2022 13:52,28-11-2022 20:46,N,CEMT,42,Y
22-01-2023 03:47,22-01-2023 16:57,F,CEMT,24,X
22-10-2022 16:55,23-10-2022 02:57,M,CEMT,21,W
31-01-2023 10:43,01-02-2023 01:05,I,CEMT,42,S
05-03-2023 15:38,06-03-2023 01:23,O,CEMT,27,V
29-07-2023 06:00,29-07-2023 12:34,F,CEMT,27,T
17-04-2023 03:22,17-04-2023 08:55,F,CEMT,42,V
22-11-2022 22:24,23-11-2022 10:02,O,CEMT,21,S
13-03-2023 08:51,13-03-2023 16:36,K,CEMT,42,P
07-02-2023 23:30,08-02-2023 11:54,N,CEMT,21,Y
27-05-2023 04:52,27-05-2023 15:05,H,CEMT,24,W
05-11-2022 14:51,06-11-2022 05:20,B,CEMT,27,R
29-10-2022 08:19,29-10-2022 14:10,A,CEMT,31,Y
01-01-2023 13:28,01-01-2023 22:36,A,CEMT,27,X
17-07-2023 09:29,17-07-2023 22:09,O,CEMT,58,Q
11-08-2023 11:32,12-08-2023 20:20,I,CEMT,24,Y
22-06-2023 12:13,22-06-2023 23:41,B,CEMT,24,P
16-02-2023 23:04,17-02-2023 10:42,F,CEMT,58,X
17-05-2023 17:51,17-05-2023 23:48,F,CEMT,22,U
28-05-2023 15:52,29-05-2023 02:32,A,CEMT,29,V
27-06-2023 22:26,28-06-2023 09:29,N,CEMT,27,U
30-11-2022 12:35,30-11-2022 22:14,J,CEMT,21,X
06-07-2023 08:00,06-07-2023 21:29,H,CEMT,21,Z
23-10-2022 02:09,23-10-2022 10:57,M,CEMT,31,V
28-07-2023 20:09,29-07-2023 02:26,M,CEMT,27,Y
28-05-2023 02:59,28-05-2023 08:41,A,CEMT,21,V
09-03-2023 02:43,09-03-2023 09:43,N,CEMT,31,Z
10-02-2023 01:14,10-02-2023 09:32,N,CEMT,31,Y
24-11-2022 08:12,24-11-2022 21:43,I,CEMT,27,Z
09-04-2023 23:50,10-04-2023 07:17,L,CEMT,31,W
27-01-2023 10:13,27-01-2023 22:23,N,CEMT,58,X
24-10-2022 21:55,25-10-2022 06:17,E,CEMT,27,P
05-07-2023 08:28,05-07-2023 17:51,G,CEMT,31,R
27-07-2023 12:42,28-07-2023 01:16,C,CEMT,31,Z
06-04-2023 20:28,07-04-2023 08:57,C,CEMT,24,V
25-06-2023 06:12,25-06-2023 13:48,M,CEMT,31,W
31-05-2023 15:20,31-05-2023 23:31,O,CEMT,27,S
24-11-2022 12:21,24-11-2022 22:45,H,CEMT,31,W
20-10-2022 13:01,20-10-2022 23:48,G,CEMT,27,U
20-05-2023 15:54,20-05-2023 22:11,G,CEMT,24,U
17-06-2023 05:10,17-06-2023 13:21,G,CEMT,58,W
09-10-2022 13:02,09-10-2022 23:36,G,CEMT,24,R
27-07-2023 09:30,27-07-2023 22:18,O,CEMT,24,X
25-02-2023 07:42,25-02-2023 18:26,D,CEMT,27,X
13-08-2023 22:18,14-08-2023 06:50,K,CEMT,29,Q
21-11-2022 02:49,21-11-2022 08:50,A,CEMT,24,V
04-06-2023 08:59,04-06-2023 16:07,N,CEMT,31,X
13-04-2023 08:19,13-04-2023 17:34,L,CEMT,29,P
06-07-2023 08:25,06-07-2023 19:54,I,CEMT,24,U
28-03-2023 00:23,28-03-2023 14:25,J,CEMT,31,W
04-12-2022 15:42,05-12-2022 03:22,F,CEMT,42,U
29-03-2023 01:31,29-03-2023 11:58,I,CEMT,24,T
09-11-2022 16:29,09-11-2022 22:16,C,CEMT,24,Q
20-07-2023 21:26,21-07-2023 08:28,G,CEMT,42,V
13-01-2023 23:38,14-01-2023 07:02,C,CEMT,24,U
18-11-2022 10:53,19-11-2022 01:16,H,CEMT,27,S
14-04-2023 22:34,15-04-2023 08:41,D,CEMT,21,U
05-12-2022 15:29,05-12-2022 22:17,N,CEMT,29,X
29-10-2022 17:06,30-10-2022 03:05,E,CEMT,29,P
04-10-2022 08:02,04-10-2022 21:19,I,CEMT,24,P
07-11-2022 06:46,07-11-2022 18:56,D,CEMT,27,X
10-10-2022 06:04,10-10-2022 12:18,F,CEMT,24,U
19-05-2023 10:43,19-05-2023 21:30,B,CEMT,29,Q
30-08-2023 21:10,31-08-2023 04:51,C,CEMT,21,P
03-06-2023 07:26,03-06-2023 21:55,J,CEMT,27,S
28-01-2023 19:47,29-01-2023 09:53,H,CEMT,31,Q
02-06-2023 23:52,03-06-2023 08:13,J,CEMT,22,Z
08-03-2023 06:21,08-03-2023 13:23,A,CEMT,31,Q
12-02-2023 08:41,12-02-2023 19:48,L,CEMT,21,X
19-08-2023 22:40,20-08-2023 11:45,C,CEMT,27,S
30-11-2022 11:49,30-11-2022 18:42,K,CEMT,58,Z
27-04-2023 10:35,27-04-2023 19:37,K,CEMT,21,Z
21-03-2023 22:02,22-03-2023 03:45,E,CEMT,42,W
30-08-2023 01:30,30-08-2023 11:16,H,CEMT,42,T
02-12-2022 18:29,03-12-2022 01:42,I,CEMT,24,Q
21-08-2023 09:12,21-08-2023 21:13,F,CEMT,24,Z
11-07-2023 13:05,11-07-2023 22:19,J,CEMT,42,P
27-05-2023 16:11,28-05-2023 02:51,J,CEMT,42,P
04-02-2023 15:30,05-02-2023 00:44,O,CEMT,58,Q
19-08-2023 08:45,19-08-2023 17:17,B,CEMT,29,S
21-10-2022 22:32,22-10-2022 04:07,L,CEMT,29,Q
04-05-2023 03:44,04-05-2023 12:30,K,CEMT,58,T
16-10-2022 07:40,16-10-2022 14:25,I,CEMT,58,S
18-02-2023 17:06,19-02-2023 05:48,M,CEMT,31,S
09-12-2022 06:14,09-12-2022 12:26,I,CEMT,31,V
03-04-2023 01:41,03-04-2023 07:17,N,CEMT,42,S
04-02-2023 08:32,04-02-2023 15:10,F,CEMT,31,S
02-02-2023 10:40,03-02-2023 00:17,F,CEMT,29,X
15-01-2023 08:36,15-01-2023 22:06,A,CEMT,42,T
01-11-2022 03:23,01-11-2022 09:53,B,CEMT,58,W
06-06-2023 22:53,07-06-2023 06:58,K,CEMT,22,T
24-03-2023 09:39,24-03-2023 23:05,A,CEMT,24,T
01-11-2022 14:43,01-11-2022 22:51,O,CEMT,42,P
22-07-2023 04:23,22-07-2023 17:03,A,CEMT,21,W
06-04-2023 03:32,06-04-2023 11:38,E,CEMT,31,S
23-03-2023 16:03,24-03-2023 02:12,M,CEMT,24,Z
03-08-2023 13:51,04-08-2023 04:03,M,CEMT,21,Q
21-12-2022 21:45,22-12-2022 03:59,C,CEMT,29,W
23-06-2023 14:58,23-06-2023 21:45,I,CEMT,24,V
26-05-2023 11:08,26-05-2023 22:56,H,CEMT,31,Q
12-10-2022 22:43,13-10-2022 12:09,H,CEMT,42,R
18-03-2023 20:32,19-03-2023 08:30,L,CEMT,24,Y
09-01-2023 16:10,09-01-2023 22:34,O,CEMT,42,U
31-10-2022 05:13,31-10-2022 10:48,I,CEMT,21,U
08-11-2022 14:06,08-11-2022 21:49,H,CEMT,29,P
18-10-2022 00:37,18-10-2022 08:11,H,CEMT,58,X
13-01-2023 00:53,13-01-2023 12:29,F,CEMT,29,Y
13-08-2023 05:59,13-08-2023 17:01,J,CEMT,27,V
30-04-2023 08:46,30-04-2023 16:14,A,CEMT,42,X
23-03-2023 15:02,24-03-2023 00:12,K,CEMT,42,U
12-01-2023 08:50,12-01-2023 15:32,L,CEMT,29,P
23-10-2022 20:05,24-10-2022 02:41,N,CEMT,24,T
23-01-2023 18:50,24-01-2023 02:50,G,CEMT,22,R
29-06-2023 16:51,30-06-2023 05:54,L,CEMT,29,Y
16-05-2023 18:11,17-05-2023 01:44,H,CEMT,27,Q
04-01-2023 19:29,05-01-2023 03:48,J,CEMT,21,V
11-02-2023 08:10,11-02-2023 17:39,C,CEMT,29,Z
09-05-2023 20:12,10-05-2023 02:23,K,CEMT,24,Z
21-05-2023 01:11,21-05-2023 12:34,E,CEMT,29,Z
22-12-2022 06:06,22-12-2022 19:59,G,CEMT,24,V
13-12-2022 20:28,14-12-2022 06:06,O,CEMT,27,Q
10-07-2023 02:32,10-07-2023 09:56,K,CEMT,31,Q
21-06-2023 05:53,21-06-2023 16:50,A,CEMT,42,R
10-08-2023 20:25,11-08-2023 07:28,J,CEMT,29,V
02-06-2023 15:49,03-06-2023 01:09,O,CEMT,42,U
28-03-2023 08:34,28-03-2023 14:10,K,CEMT,29,S
11-01-2023 23:43,12-01-2023 06:48,C,CEMT,27,Y
23-12-2022 05:30,23-12-2022 13:51,F,CEMT,27,W
17-04-2023 07:42,17-04-2023 17:49,L,CEMT,31,P
15-06-2023 18:43,16-06-2023 06:23,K,CEMT,58,V
19-07-2023 13:17,20-07-2023 02:25,L,CEMT,31,V
08-06-2023 20:46,10-06-2023 01:32,L,CEMT,21,U
23-12-2022 08:28,23-12-2022 20:48,I,CEMT,24,W
29-05-2023 01:53,29-05-2023 13:45,G,CEMT,31,P
10-10-2022 19:31,11-10-2022 02:57,O,CEMT,58,R
11-03-2023 12:22,12-03-2023 01:01,M,CEMT,22,V
06-07-2023 17:13,07-07-2023 04:04,B,CEMT,31,W
07-12-2022 20:09,08-12-2022 03:00,D,CEMT,22,R
26-11-2022 17:51,27-11-2022 01:13,J,CEMT,22,S
24-04-2023 02:25,24-04-2023 14:39,F,CEMT,42,Y
30-11-2022 13:46,01-12-2022 02:38,G,CEMT,21,P
17-01-2023 09:35,17-01-2023 19:24,C,CEMT,24,X
24-07-2023 01:07,24-07-2023 11:20,I,CEMT,27,R
04-10-2022 16:48,05-10-2022 07:10,A,CEMT,21,U
12-02-2023 16:15,13-02-2023 05:00,F,CEMT,29,U
11-10-2022 06:45,11-10-2022 19:47,B,CEMT,24,Z
27-01-2023 07:57,27-01-2023 16:23,M,CEMT,24,U
12-06-2023 16:57,13-06-2023 06:38,G,CEMT,31,V
12-04-2023 08:36,12-04-2023 19:02,K,CEMT,29,R
01-10-2022 16:47,01-10-2022 23:42,D,CEMT,58,P
29-12-2022 00:45,29-12-2022 14:46,F,CEMT,42,U
10-05-2023 08:23,10-05-2023 19:51,J,CEMT,22,Y
12-04-2023 16:46,13-04-2023 07:10,F,CEMT,29,W
01-03-2023 06:43,01-03-2023 16:32,M,CEMT,27,S
17-10-2022 19:24,18-10-2022 02:52,O,CEMT,31,P
01-02-2023 04:16,01-02-2023 13:00,B,CEMT,22,W
11-06-2023 14:01,12-06-2023 01:24,L,CEMT,22,Q
14-03-2023 13:47,15-03-2023 01:40,M,CEMT,22,X
27-05-2023 10:52,27-05-2023 20:54,A,CEMT,22,U
22-07-2023 01:54,22-07-2023 10:54,L,CEMT,58,S
20-02-2023 03:32,20-02-2023 13:10,E,CEMT,29,Z
12-04-2023 06:26,12-04-2023 14:04,H,CEMT,58,U
04-04-2023 23:58,05-04-2023 07:43,O,CEMT,58,Q
15-01-2023 21:32,16-01-2023 10:33,E,CEMT,22,S
31-03-2023 08:24,31-03-2023 16:34,J,CEMT,31,P
10-04-2023 09:10,10-04-2023 22:04,B,CEMT,22,T
16-06-2023 22:00,17-06-2023 09:49,H,CEMT,22,W
16-12-2022 01:19,16-12-2022 09:17,I,CEMT,42,Y
27-08-2023 12:13,28-08-2023 00:13,B,CEMT,29,Q
31-01-2023 05:25,31-01-2023 16:57,M,CEMT,21,W
07-10-2022 01:32,07-10-2022 07:49,F,CEMT,42,P
08-10-2022 21:50,09-10-2022 07:10,N,CEMT,24,Z
15-11-2022 09:21,15-11-2022 17:52,I,CEMT,27,X
07-02-2023 06:29,07-02-2023 14:38,O,CEMT,58,W
11-03-2023 09:48,11-03-2023 17:11,M,CEMT,21,W
16-10-2022 18:16,17-10-2022 01:18,O,CEMT,21,T
27-01-2023 05:19,27-01-2023 12:45,A,CEMT,29,U
13-08-2023 08:02,13-08-2023 13:48,A,CEMT,22,V
07-01-2023 12:55,08-01-2023 02:01,D,CEMT,27,P
19-10-2022 16:18,20-10-2022 03:03,F,CEMT,29,T
28-06-2023 12:30,29-06-2023 02:12,B,CEMT,22,Y
11-11-2022 07:24,11-11-2022 19:42,O,CEMT,29,S
05-11-2022 04:12,05-11-2022 09:48,F,CEMT,58,Y
06-01-2023 20:22,07-01-2023 04:07,I,CEMT,24,R
23-01-2023 12:43,23-01-2023 19:43,N,CEMT,21,P
28-01-2023 21:04,29-01-2023 06:30,N,CEMT,31,P
07-04-2023 09:20,07-04-2023 15:00,E,CEMT,27,U
15-01-2023 09:16,15-01-2023 15:30,K,CEMT,58,Y
08-10-2022 00:44,08-10-2022 06:49,I,CEMT,42,W
07-11-2022 01:21,07-11-2022 07:42,L,CEMT,58,Z
23-08-2023 18:09,24-08-2023 02:04,M,CEMT,42,U
05-12-2022 07:25,05-12-2022 15:17,K,CEMT,22,U
10-03-2023 17:12,11-03-2023 00:34,I,CEMT,24,Q
24-06-2023 01:38,24-06-2023 15:41,K,CEMT,58,W
23-01-2023 10:02,23-01-2023 17:34,L,CEMT,58,R
23-06-2023 13:06,23-06-2023 23:21,H,CEMT,31,W
05-11-2022 15:40,06-11-2022 04:46,E,CEMT,29,W
09-11-2022 02:21,09-11-2022 08:32,A,CEMT,29,P
16-02-2023 05:52,16-02-2023 15:29,I,CEMT,21,T
06-02-2023 23:39,07-02-2023 10:03,K,CEMT,42,Y
22-02-2023 04:46,22-02-2023 16:57,J,CEMT,31,Y
30-06-2023 06:25,30-06-2023 17:54,K,CEMT,24,P
28-12-2022 21:22,29-12-2022 08:44,G,CEMT,21,T
16-07-2023 17:27,17-07-2023 05:35,A,CEMT,58,R
23-12-2022 15:37,24-12-2022 05:20,F,CEMT,31,Q
23-07-2023 01:28,23-07-2023 14:56,H,CEMT,42,X
13-01-2023 08:47,13-01-2023 15:09,D,CEMT,31,T
06-03-2023 06:52,06-03-2023 19:35,G,CEMT,24,V
14-04-2023 19:23,15-04-2023 03:20,F,CEMT,42,T
06-06-2023 00:05,06-06-2023 13:35,E,CEMT,22,U
23-03-2023 05:28,23-03-2023 14:38,K,CEMT,58,T
12-02-2023 05:04,12-02-2023 14:18,O,CEMT,27,P
30-04-2023 08:55,30-04-2023 19:08,N,CEMT,31,U
05-06-2023 11:23,06-06-2023 00:49,K,CEMT,31,S
26-04-2023 04:20,26-04-2023 16:08,D,CEMT,24,R
27-03-2023 07:17,27-03-2023 13:18,K,CEMT,58,Z
27-07-2023 03:16,27-07-2023 17:02,L,CEMT,31,T
19-03-2023 16:33,20-03-2023 04:49,E,CEMT,58,Q
11-06-2023 20:17,12-06-2023 09:45,O,CEMT,21,Q
14-05-2023 03:31,14-05-2023 10:59,M,CEMT,58,R
13-03-2023 05:17,13-03-2023 16:36,C,CEMT,31,Q
23-04-2023 09:45,23-04-2023 23:50,E,CEMT,31,S
10-02-2023 11:37,10-02-2023 19:39,B,CEMT,58,U
11-02-2023 17:41,12-02-2023 00:51,O,CEMT,31,S
14-04-2023 13:32,15-04-2023 01:35,K,CEMT,27,Y
02-01-2023 14:08,02-01-2023 23:43,K,CEMT,27,T
15-01-2023 11:01,16-01-2023 00:36,M,CEMT,27,P
25-07-2023 00:16,25-07-2023 06:28,A,CEMT,58,U
08-08-2023 22:35,09-08-2023 07:53,C,CEMT,21,U
01-05-2023 22:06,02-05-2023 04:55,I,CEMT,42,Z
25-12-2022 23:11,26-12-2022 05:22,F,CEMT,27,S
30-10-2022 07:48,30-10-2022 14:10,J,CEMT,29,P
19-10-2022 08:58,19-10-2022 21:22,E,CEMT,22,X
29-01-2023 23:06,30-01-2023 11:48,K,CEMT,22,R
13-05-2023 23:29,14-05-2023 07:38,J,CEMT,42,S
11-12-2022 16:02,12-12-2022 01:40,F,CEMT,31,Q
15-03-2023 15:40,16-03-2023 05:29,B,CEMT,24,X
22-11-2022 11:59,22-11-2022 22:49,E,CEMT,24,Q
25-06-2023 01:16,25-06-2023 12:24,D,CEMT,29,W
22-04-2023 10:45,22-04-2023 22:12,D,CEMT,22,R
04-03-2023 03:54,04-03-2023 10:28,E,CEMT,27,X
11-11-2022 09:55,11-11-2022 23:16,K,CEMT,58,W
23-12-2022 16:21,24-12-2022 08:16,B,CEMT,29,S
03-07-2023 23:22,04-07-2023 11:33,J,CEMT,58,Z
08-02-2023 11:08,09-02-2023 00:34,M,CEMT,27,T
09-12-2022 12:51,10-12-2022 02:03,C,CEMT,24,U
22-06-2023 09:27,22-06-2023 21:39,B,CEMT,27,Y
17-02-2023 05:20,17-02-2023 12:28,B,CEMT,58,X
11-02-2023 03:26,11-02-2023 10:58,L,CEMT,27,Q
25-02-2023 05:03,25-02-2023 13:21,K,CEMT,42,V
24-06-2023 06:30,24-06-2023 20:59,A,CEMT,58,Q
13-07-2023 06:00,13-07-2023 14:26,N,CEMT,42,X
11-03-2023 13:13,11-03-2023 21:26,N,CEMT,27,P
17-03-2023 15:59,19-03-2023 03:01,M,CEMT,29,R
12-03-2023 03:03,12-03-2023 09:00,M,CEMT,27,U
20-11-2022 15:23,20-11-2022 22:55,M,CEMT,22,T
23-06-2023 05:30,23-06-2023 12:52,B,CEMT,29,Z
11-11-2022 04:32,11-11-2022 12:34,D,CEMT,58,Q
05-08-2023 20:11,06-08-2023 02:03,J,CEMT,31,Z
27-05-2023 09:05,27-05-2023 17:36,L,CEMT,22,P
23-05-2023 12:41,23-05-2023 22:17,M,CEMT,22,R
06-08-2023 13:08,08-08-2023 08:01,A,CEMT,21,S
13-06-2023 06:35,13-06-2023 18:17,B,CEMT,27,X
05-10-2022 03:25,05-10-2022 13:43,H,CEMT,42,P
28-04-2023 00:24,28-04-2023 05:59,N,CEMT,24,U
14-07-2023 20:05,15-07-2023 09:44,B,CEMT,22,X
23-04-2023 15:59,24-04-2023 03:42,D,CEMT,22,R
20-01-2023 02:03,20-01-2023 18:32,B,CEMT,29,W
09-11-2022 01:06,09-11-2022 10:59,M,CEMT,22,P
02-10-2022 17:34,03-10-2022 03:21,L,CEMT,21,V
18-12-2022 14:19,18-12-2022 22:56,H,CEMT,27,P
11-07-2023 12:41,12-07-2023 00:05,F,CEMT,27,Z
10-03-2023 18:16,11-03-2023 03:17,G,CEMT,31,S
02-10-2022 00:46,02-10-2022 12:16,J,CEMT,24,P
07-02-2023 01:19,07-02-2023 15:47,H,CEMT,27,T
10-10-2022 17:28,11-10-2022 06:44,K,CEMT,29,V
21-02-2023 22:36,22-02-2023 06:13,F,CEMT,42,X
18-12-2022 06:38,18-12-2022 13:17,M,CEMT,21,T
01-08-2023 10:27,01-08-2023 18:04,B,CEMT,27,R
11-08-2023 12:10,11-08-2023 22:30,N,CEMT,31,Z
09-06-2023 01:55,09-06-2023 15:35,D,CEMT,27,W
21-05-2023 08:49,21-05-2023 22:18,O,CEMT,27,P
20-12-2022 10:04,20-12-2022 19:35,L,CEMT,31,U
07-07-2023 14:59,07-07-2023 23:26,E,CEMT,24,R
23-03-2023 12:23,23-03-2023 23:30,A,CEMT,29,W
04-05-2023 03:45,04-05-2023 09:41,J,CEMT,29,U
12-06-2023 14:25,12-06-2023 22:10,M,CEMT,31,R
05-04-2023 05:10,05-04-2023 18:44,L,CEMT,31,Q
13-07-2023 11:11,13-07-2023 18:52,C,CEMT,31,P
05-03-2023 10:02,05-03-2023 16:17,L,CEMT,24,Q
15-07-2023 12:33,16-07-2023 00:34,I,CEMT,21,W
10-12-2022 20:15,11-12-2022 04:04,L,CEMT,58,Z
29-08-2023 02:38,29-08-2023 16:07,A,CEMT,31,R
07-08-2023 14:16,08-08-2023 00:22,C,CEMT,42,T
13-06-2023 06:16,13-06-2023 14:27,K,CEMT,58,T
16-03-2023 21:57,17-03-2023 06:50,H,CEMT,58,T
29-12-2022 13:07,29-12-2022 22:59,L,CEMT,21,W
08-02-2023 02:29,08-02-2023 15:05,D,CEMT,42,Y
20-08-2023 01:18,20-08-2023 10:47,D,CEMT,58,R
15-07-2023 14:54,16-07-2023 03:45,F,CEMT,29,W
04-04-2023 11:11,04-04-2023 23:56,G,CEMT,27,P
15-01-2023 11:45,15-01-2023 17:47,M,CEMT,31,U
14-02-2023 13:08,14-02-2023 19:55,M,CEMT,42,U
28-10-2022 01:26,28-10-2022 08:04,O,CEMT,27,Y
28-12-2022 23:44,29-12-2022 13:37,O,CEMT,24,Q
27-08-2023 11:22,27-08-2023 22:57,K,CEMT,29,V
20-04-2023 23:34,21-04-2023 09:03,A,CEMT,21,Y
28-05-2023 16:04,29-05-2023 04:04,A,CEMT,24,Y
17-08-2023 13:56,18-08-2023 02:37,H,CEMT,22,W
28-12-2022 09:37,28-12-2022 19:38,F,CEMT,42,S
01-05-2023 13:26,01-05-2023 19:57,H,CEMT,22,R
03-04-2023 18:25,04-04-2023 08:22,E,CEMT,58,V
22-11-2022 23:55,23-11-2022 08:32,G,CEMT,24,W
03-08-2023 04:36,03-08-2023 12:59,A,CEMT,21,P
21-04-2023 13:03,21-04-2023 20:21,E,CEMT,29,Q
14-05-2023 10:18,14-05-2023 21:09,G,CEMT,31,R
31-12-2022 12:42,31-12-2022 21:44,O,CEMT,22,T
07-11-2022 19:26,08-11-2022 07:22,D,CEMT,42,P
06-03-2023 23:59,07-03-2023 13:40,H,CEMT,27,U
06-08-2023 17:46,07-08-2023 04:42,A,CEMT,27,P
21-04-2023 15:24,22-04-2023 02:50,O,CEMT,58,U
20-02-2023 02:12,20-02-2023 09:24,D,CEMT,22,T
05-05-2023 07:28,05-05-2023 18:48,O,CEMT,21,P
02-12-2022 15:38,03-12-2022 05:42,F,CEMT,22,W
30-03-2023 21:39,31-03-2023 05:09,J,CEMT,24,Z
17-11-2022 07:36,17-11-2022 17:37,K,CEMT,58,X
13-03-2023 09:55,13-03-2023 21:16,K,CEMT,21,Y
21-10-2022 07:34,21-10-2022 18:46,K,CEMT,42,Z
31-05-2023 19:09,01-06-2023 06:56,L,CEMT,31,X
05-05-2023 04:48,05-05-2023 17:45,F,CEMT,24,U
03-10-2022 21:50,04-10-2022 08:29,O,CEMT,27,R
15-03-2023 18:03,16-03-2023 02:44,M,CEMT,21,S
16-10-2022 01:04,16-10-2022 12:31,D,CEMT,21,Q
23-08-2023 23:58,24-08-2023 13:40,E,CEMT,24,Q
17-08-2023 13:15,18-08-2023 03:09,A,CEMT,42,X
09-10-2022 10:17,09-10-2022 17:34,J,CEMT,24,R
27-04-2023 15:15,28-04-2023 02:28,N,CEMT,31,W
27-12-2022 19:49,28-12-2022 08:00,F,CEMT,58,W
01-12-2022 22:51,02-12-2022 09:49,H,CEMT,29,Y
25-08-2023 22:42,26-08-2023 08:05,F,CEMT,21,W
18-08-2023 06:13,18-08-2023 20:05,G,CEMT,27,X
17-12-2022 10:08,17-12-2022 23:00,E,CEMT,21,X
25-08-2023 23:23,26-08-2023 07:05,H,CEMT,24,Q
26-10-2022 13:45,26-10-2022 20:00,M,CEMT,42,P
28-07-2023 11:04,28-07-2023 23:00,G,CEMT,58,W
20-12-2022 05:59,20-12-2022 13:39,E,CEMT,27,Z
20-08-2023 07:01,20-08-2023 19:09,J,CEMT,21,P
18-10-2022 15:38,19-10-2022 01:47,D,CEMT,58,Z
15-01-2023 04:54,15-01-2023 10:32,B,CEMT,22,Y
11-01-2023 08:09,11-01-2023 18:23,F,CEMT,42,P
02-06-2023 08:10,02-06-2023 13:57,E,CEMT,42,X
16-06-2023 12:44,16-06-2023 21:45,F,CEMT,29,X
09-01-2023 06:30,09-01-2023 17:04,F,CEMT,29,T
22-01-2023 17:58,23-01-2023 06:16,A,CEMT,42,V
23-04-2023 10:49,23-04-2023 20:34,C,CEMT,58,Q
05-04-2023 10:32,05-04-2023 21:44,G,CEMT,42,T
07-04-2023 13:00,07-04-2023 22:51,F,CEMT,58,U
12-03-2023 01:07,12-03-2023 06:38,C,CEMT,24,X
30-06-2023 06:14,30-06-2023 15:25,G,CEMT,27,U
05-10-2022 17:30,06-10-2022 02:13,J,CEMT,27,Z
10-01-2023 13:28,10-01-2023 21:38,F,CEMT,21,W
06-11-2022 19:19,07-11-2022 05:45,G,CEMT,29,V
02-10-2022 17:23,03-10-2022 04:24,D,CEMT,27,Y
04-08-2023 12:54,05-08-2023 03:06,E,CEMT,24,Z
18-02-2023 21:49,19-02-2023 09:50,A,CEMT,42,V
24-05-2023 09:24,25-05-2023 06:35,C,CEMT,31,V
27-02-2023 10:26,27-02-2023 23:46,M,CEMT,22,Z
04-08-2023 03:30,04-08-2023 17:31,D,CEMT,27,P
17-04-2023 07:19,17-04-2023 16:06,N,CEMT,31,U
17-06-2023 08:05,17-06-2023 18:20,L,CEMT,21,P
23-08-2023 12:00,23-08-2023 23:48,H,CEMT,24,U
16-06-2023 08:44,16-06-2023 18:54,H,CEMT,24,Q
01-12-2022 17:22,02-12-2022 01:45,N,CEMT,27,S
12-08-2023 16:04,13-08-2023 05:07,K,CEMT,21,S
23-10-2022 23:56,24-10-2022 05:40,J,CEMT,22,P
02-05-2023 11:39,03-05-2023 01:59,N,CEMT,29,U
30-11-2022 10:19,30-11-2022 19:21,L,CEMT,27,W
02-04-2023 07:44,02-04-2023 20:16,M,CEMT,42,P
08-07-2023 16:32,08-07-2023 23:21,K,CEMT,58,Y
05-02-2023 09:07,05-02-2023 20:20,G,CEMT,58,V
18-11-2022 05:08,18-11-2022 12:52,L,CEMT,24,S
09-04-2023 22:51,10-04-2023 13:06,N,CEMT,29,U
28-02-2023 09:19,28-02-2023 20:20,H,CEMT,42,P
30-11-2022 03:52,30-11-2022 18:14,A,CEMT,24,P
04-07-2023 14:57,05-07-2023 02:45,F,CEMT,58,V
25-02-2023 19:45,27-02-2023 05:15,B,CEMT,21,R
27-11-2022 09:29,27-11-2022 17:12,H,CEMT,42,U
30-05-2023 23:22,31-05-2023 23:35,O,CEMT,29,W
23-06-2023 23:58,24-06-2023 09:22,L,CEMT,24,U
21-04-2023 22:08,23-04-2023 16:23,L,CEMT,42,T
26-01-2023 04:59,26-01-2023 16:04,N,CEMT,24,Z
10-10-2022 10:53,10-10-2022 19:33,L,CEMT,24,X
26-05-2023 19:27,27-05-2023 02:08,B,CEMT,58,Y
01-07-2023 06:30,01-07-2023 16:36,G,CEMT,22,T
06-07-2023 14:31,07-07-2023 00:52,F,CEMT,24,X
21-02-2023 15:48,22-02-2023 01:27,M,CEMT,24,X
19-02-2023 17:24,20-02-2023 05:52,H,CEMT,22,S
21-07-2023 12:17,22-07-2023 02:27,L,CEMT,24,P
10-01-2023 09:09,10-01-2023 20:37,G,CEMT,27,Y
25-03-2023 22:48,26-03-2023 07:26,G,CEMT,29,Q
22-01-2023 06:43,22-01-2023 14:39,A,CEMT,58,P
04-02-2023 05:58,04-02-2023 18:39,I,CEMT,24,W
17-08-2023 10:53,17-08-2023 18:53,L,CEMT,22,P
03-05-2023 20:36,04-05-2023 08:50,A,CEMT,58,Y
